date,entry_time,exit_time,entry_datetime,exit_datetime,entry_price,exit_price,direction,pnl_points,pnl_hkd,holding_bars,exit_reason,strategy_at_entry,regime_at_entry
20200515,101000,112700,2020-05-15 10:10:00,2020-05-15 11:27:00,23641.0,23767.0,-1,-128.0,-6400.0,77,stop_loss,ORB,TREND
20200518,101400,162900,2020-05-18 10:14:00,2020-05-18 16:29:00,23832.0,23924.0,1,90.0,4500.0,315,session_end,ORB,TREND
20200519,111300,142700,2020-05-19 11:13:00,2020-05-19 14:27:00,24269.0,24392.0,-1,-125.0,-6250.0,134,stop_loss,ORB,TREND
20200520,103000,161800,2020-05-20 10:30:00,2020-05-20 16:18:00,24285.0,24416.0,-1,-133.0,-6650.0,288,stop_loss,ORB,TREND
20200521,100000,161300,2020-05-21 10:00:00,2020-05-21 16:13:00,24312.0,24136.0,-1,174.0,8700.0,313,take_profit,ORB,TREND
20200522,95000,112600,2020-05-22 09:50:00,2020-05-22 11:26:00,23427.0,23250.0,-1,175.0,8750.0,96,take_profit,ORB,TREND
20200525,95000,100900,2020-05-25 09:50:00,2020-05-25 10:09:00,22863.0,22736.0,1,-129.0,-6450.0,19,stop_loss,ORB,TREND
20200526,130400,162900,2020-05-26 13:04:00,2020-05-26 16:29:00,23425.0,23360.0,1,-67.0,-3350.0,205,session_end,ORB,TREND
20200527,95200,102100,2020-05-27 09:52:00,2020-05-27 10:21:00,23331.0,23143.0,-1,186.0,9300.0,29,take_profit,ORB,TREND
20200528,113100,130000,2020-05-28 11:31:00,2020-05-28 13:00:00,22828.0,22644.0,-1,182.0,9100.0,29,take_profit,ORB,TREND
20200529,94800,143400,2020-05-29 09:48:00,2020-05-29 14:34:00,22801.0,22657.0,1,-146.0,-7300.0,226,stop_loss,ORB,TREND
20200601,132600,160800,2020-06-01 13:26:00,2020-06-01 16:08:00,23644.0,23516.0,1,-130.0,-6500.0,162,stop_loss,ORB,TREND
20200602,161000,162900,2020-06-02 16:10:00,2020-06-02 16:29:00,23890.0,23947.0,1,55.0,2750.0,19,session_end,ORB,TREND
20200604,100100,162900,2020-06-04 10:01:00,2020-06-04 16:29:00,24285.0,24294.0,-1,-11.0,-550.0,328,session_end,ORB,TREND
20200605,94700,102000,2020-06-05 09:47:00,2020-06-05 10:20:00,24171.0,24316.0,-1,-147.0,-7350.0,33,stop_loss,ORB,TREND
20200608,114600,162900,2020-06-08 11:46:00,2020-06-08 16:29:00,24733.0,24731.0,-1,0.0,0.0,223,session_end,ORB,TREND
20200609,95700,161800,2020-06-09 09:57:00,2020-06-09 16:18:00,25000.0,24852.0,1,-150.0,-7500.0,321,stop_loss,ORB,TREND
