date,entry_time,exit_time,entry_datetime,exit_datetime,entry_price,exit_price,direction,pnl_points,pnl_hkd,holding_bars,exit_reason,strategy_at_entry,regime_at_entry
20200102,101500,162900,2020-01-02 10:15:00,2020-01-02 16:29:00,28554.0,28594.0,1,38.0,1900.0,314,session_end,EXTREME_LONG,EXTREME
20200108,101500,162900,2020-01-08 10:15:00,2020-01-08 16:29:00,28059.0,28053.0,1,-8.0,-400.0,314,session_end,EXTREME_LONG,EXTREME
20200117,101500,103900,2020-01-17 10:15:00,2020-01-17 10:39:00,29125.0,28938.0,1,-189.0,-9450.0,24,stop_loss,EXTREME_LONG,EXTREME
20200206,130700,162900,2020-02-06 13:07:00,2020-02-06 16:29:00,27475.0,27372.0,1,-105.0,-5250.0,202,session_end,EXTREME_LONG,EXTREME
20200210,101500,162900,2020-02-10 10:15:00,2020-02-10 16:29:00,27175.0,27096.0,1,-81.0,-4050.0,314,session_end,EXTREME_LONG,EXTREME
20200211,101500,162900,2020-02-11 10:15:00,2020-02-11 16:29:00,27558.0,27547.0,1,-13.0,-650.0,314,session_end,EXTREME_LONG,EXTREME
20200226,101500,162900,2020-02-26 10:15:00,2020-02-26 16:29:00,26554.0,26608.0,1,52.0,2600.0,314,session_end,EXTREME_LONG,EXTREME
20200228,101500,103400,2020-02-28 10:15:00,2020-02-28 10:34:00,26272.0,26076.0,1,-198.0,-9900.0,19,stop_loss,EXTREME_LONG,EXTREME
20200309,111200,132600,2020-03-09 11:12:00,2020-03-09 13:26:00,25229.0,25045.0,1,-186.0,-9300.0,74,stop_loss,EXTREME_LONG,EXTREME
20200310,114100,162900,2020-03-10 11:41:00,2020-03-10 16:29:00,25393.0,25410.0,1,15.0,750.0,228,session_end,EXTREME_LONG,EXTREME
20200313,101600,162900,2020-03-13 10:16:00,2020-03-13 16:29:00,22869.0,23866.0,1,995.0,49750.0,313,session_end,EXTREME_LONG,EXTREME
20200316,105600,130100,2020-03-16 10:56:00,2020-03-16 13:01:00,23484.0,23248.0,1,-238.0,-11900.0,65,stop_loss,EXTREME_LONG,EXTREME
20200318,103200,131500,2020-03-18 10:32:00,2020-03-18 13:15:00,23228.0,23034.0,1,-196.0,-9800.0,103,stop_loss,EXTREME_LONG,EXTREME
20200320,101600,105000,2020-03-20 10:16:00,2020-03-20 10:50:00,22550.0,22338.0,1,-214.0,-10700.0,34,stop_loss,EXTREME_LONG,EXTREME
20200323,110500,130800,2020-03-23 11:05:00,2020-03-23 13:08:00,21995.0,21792.0,1,-205.0,-10250.0,63,stop_loss,EXTREME_LONG,EXTREME
20200324,142000,162900,2020-03-24 14:20:00,2020-03-24 16:29:00,22654.0,22753.0,1,97.0,4850.0,129,session_end,EXTREME_LONG,EXTREME
20200325,160600,162900,2020-03-25 16:06:00,2020-03-25 16:29:00,23485.0,23626.0,1,139.0,6950.0,23,session_end,EXTREME_LONG,EXTREME
20200326,115100,135600,2020-03-26 11:51:00,2020-03-26 13:56:00,23461.0,23273.0,1,-190.0,-9500.0,65,stop_loss,EXTREME_LONG,EXTREME
20200330,102500,162900,2020-03-30 10:25:00,2020-03-30 16:29:00,23117.0,23007.0,1,-112.0,-5600.0,304,session_end,EXTREME_LONG,EXTREME
20200401,101600,130100,2020-04-01 10:16:00,2020-04-01 13:01:00,23527.0,23348.0,1,-181.0,-9050.0,105,stop_loss,EXTREME_LONG,EXTREME
20200402,101600,162900,2020-04-02 10:16:00,2020-04-02 16:29:00,22966.0,23246.0,1,278.0,13900.0,313,session_end,EXTREME_LONG,EXTREME
20200403,104600,162900,2020-04-03 10:46:00,2020-04-03 16:29:00,23190.0,23190.0,1,-2.0,-100.0,283,session_end,EXTREME_LONG,EXTREME
20200406,135600,162900,2020-04-06 13:56:00,2020-04-06 16:29:00,23787.0,23729.0,1,-60.0,-3000.0,153,session_end,EXTREME_LONG,EXTREME
20200409,101600,104400,2020-04-09 10:16:00,2020-04-09 10:44:00,24216.0,24025.0,1,-193.0,-9650.0,28,stop_loss,EXTREME_LONG,EXTREME
20200414,101600,162900,2020-04-14 10:16:00,2020-04-14 16:29:00,24413.0,24388.0,1,-27.0,-1350.0,313,session_end,EXTREME_LONG,EXTREME
20200416,102500,162900,2020-04-16 10:25:00,2020-04-16 16:29:00,24077.0,23966.0,1,-113.0,-5650.0,304,session_end,EXTREME_LONG,EXTREME
20200417,101900,142900,2020-04-17 10:19:00,2020-04-17 14:29:00,24570.0,24298.0,1,-274.0,-13700.0,190,stop_loss,EXTREME_LONG,EXTREME
20200420,101800,152100,2020-04-20 10:18:00,2020-04-20 15:21:00,24433.0,24251.0,1,-184.0,-9200.0,243,stop_loss,EXTREME_LONG,EXTREME
20200422,101700,162900,2020-04-22 10:17:00,2020-04-22 16:29:00,23640.0,23882.0,1,240.0,12000.0,312,session_end,EXTREME_LONG,EXTREME
20200513,101600,162900,2020-05-13 10:16:00,2020-05-13 16:29:00,24120.0,24059.0,1,-63.0,-3150.0,313,session_end,EXTREME_LONG,EXTREME
20200518,101600,162900,2020-05-18 10:16:00,2020-05-18 16:29:00,23852.0,23924.0,1,70.0,3500.0,313,session_end,EXTREME_LONG,EXTREME
20200529,101600,162900,2020-05-29 10:16:00,2020-05-29 16:29:00,22802.0,22774.0,1,-30.0,-1500.0,313,session_end,EXTREME_LONG,EXTREME
