split,date,entry_time,exit_time,entry_datetime,exit_datetime,entry_price,exit_price,direction,pnl_points,pnl_hkd,holding_bars,exit_reason,strategy_at_entry,regime_at_entry
train,20171204,113100,133500,2017-12-04 11:31:00,2017-12-04 13:35:00,29333.0,29241.0,1,-94.0,-4700.0,64,stop_loss,ORB,TREND
train,20171204,133600,144000,2017-12-04 13:36:00,2017-12-04 14:40:00,29230.0,29311.0,-1,-83.0,-4150.0,64,stop_loss,MR,RANGE
train,20171204,144100,160900,2017-12-04 14:41:00,2017-12-04 16:09:00,29301.0,29181.0,-1,118.0,5900.0,88,take_profit,MR,RANGE
train,20171205,140500,154600,2017-12-05 14:05:00,2017-12-05 15:46:00,29001.0,28907.0,1,-96.0,-4800.0,101,stop_loss,MR,RANGE
train,20171205,154700,162900,2017-12-05 15:47:00,2017-12-05 16:29:00,28898.0,28887.0,1,-13.0,-650.0,42,session_end,MR,RANGE
train,20171206,104600,110000,2017-12-06 10:46:00,2017-12-06 11:00:00,28674.0,28547.0,-1,125.0,6250.0,14,take_profit,ORB,TREND
train,20171206,110100,110300,2017-12-06 11:01:00,2017-12-06 11:03:00,28543.0,28420.0,-1,121.0,6050.0,2,take_profit,ORB,TREND
train,20171206,110400,110700,2017-12-06 11:04:00,2017-12-06 11:07:00,28456.0,28519.0,-1,-65.0,-3250.0,3,regime_extreme,ORB,TREND
train,20171208,112700,132800,2017-12-08 11:27:00,2017-12-08 13:28:00,28515.0,28600.0,-1,-87.0,-4350.0,61,stop_loss,MR,RANGE
train,20171208,133000,150300,2017-12-08 13:30:00,2017-12-08 15:03:00,28585.0,28674.0,-1,-91.0,-4550.0,93,stop_loss,MR,RANGE
train,20171208,150400,162900,2017-12-08 15:04:00,2017-12-08 16:29:00,28666.0,28627.0,-1,37.0,1850.0,85,session_end,MR,RANGE
train,20171211,133500,142100,2017-12-11 13:35:00,2017-12-11 14:21:00,28783.0,28867.0,-1,-86.0,-4300.0,46,stop_loss,MR,RANGE
train,20171211,142200,151700,2017-12-11 14:22:00,2017-12-11 15:17:00,28866.0,28948.0,-1,-84.0,-4200.0,55,stop_loss,MR,RANGE
train,20171211,151800,162900,2017-12-11 15:18:00,2017-12-11 16:29:00,28957.0,28921.0,-1,34.0,1700.0,71,session_end,MR,RANGE
train,20171212,111900,112800,2017-12-12 11:19:00,2017-12-12 11:28:00,28887.0,28797.0,1,-92.0,-4600.0,9,stop_loss,MR,RANGE
train,20171212,112900,141000,2017-12-12 11:29:00,2017-12-12 14:10:00,28824.0,28898.0,1,72.0,3600.0,101,mr_exit,MR,RANGE
train,20171212,143300,152800,2017-12-12 14:33:00,2017-12-12 15:28:00,28842.0,28747.0,1,-97.0,-4850.0,55,stop_loss,MR,RANGE
train,20171213,130900,133200,2017-12-13 13:09:00,2017-12-13 13:32:00,28923.0,29016.0,-1,-95.0,-4750.0,23,stop_loss,MR,RANGE
train,20171213,133300,134000,2017-12-13 13:33:00,2017-12-13 13:40:00,29009.0,29128.0,1,117.0,5850.0,7,take_profit,ORB,TREND
train,20171213,134100,142200,2017-12-13 13:41:00,2017-12-13 14:22:00,29120.0,29238.0,1,116.0,5800.0,41,take_profit,ORB,TREND
train,20171214,130700,134000,2017-12-14 13:07:00,2017-12-14 13:40:00,29156.0,29068.0,1,-90.0,-4500.0,33,stop_loss,MR,RANGE
train,20171214,134100,143100,2017-12-14 13:41:00,2017-12-14 14:31:00,29058.0,29139.0,-1,-83.0,-4150.0,50,stop_loss,ORB,TREND
train,20171214,145700,162300,2017-12-14 14:57:00,2017-12-14 16:23:00,29129.0,29205.0,1,74.0,3700.0,86,mr_exit,MR,RANGE
train,20171215,114700,152200,2017-12-15 11:47:00,2017-12-15 15:22:00,28798.0,28864.0,1,64.0,3200.0,155,mr_exit,MR,RANGE
train,20171218,142800,145400,2017-12-18 14:28:00,2017-12-18 14:54:00,29060.0,29148.0,-1,-90.0,-4500.0,26,stop_loss,MR,RANGE
train,20171218,145500,162900,2017-12-18 14:55:00,2017-12-18 16:29:00,29131.0,29125.0,-1,4.0,200.0,94,session_end,MR,RANGE
train,20171219,131400,153400,2017-12-19 13:14:00,2017-12-19 15:34:00,29360.0,29272.0,-1,86.0,4300.0,140,mr_exit,MR,RANGE
train,20171219,154600,162900,2017-12-19 15:46:00,2017-12-19 16:29:00,29220.0,29252.0,1,30.0,1500.0,43,session_end,MR,RANGE
train,20171220,143500,151200,2017-12-20 14:35:00,2017-12-20 15:12:00,29210.0,29258.0,1,46.0,2300.0,37,mr_exit,MR,RANGE
train,20171220,161000,162900,2017-12-20 16:10:00,2017-12-20 16:29:00,29304.0,29294.0,-1,8.0,400.0,19,session_end,MR,RANGE
train,20171221,111000,162900,2017-12-21 11:10:00,2017-12-21 16:29:00,29377.0,29356.0,1,-23.0,-1150.0,259,session_end,ORB,TREND
train,20171222,153500,161500,2017-12-22 15:35:00,2017-12-22 16:15:00,29517.0,29606.0,-1,-91.0,-4550.0,40,stop_loss,MR,RANGE
train,20171227,115200,130800,2017-12-27 11:52:00,2017-12-27 13:08:00,29586.0,29626.0,1,38.0,1900.0,16,mr_exit,MR,RANGE
train,20171227,143700,155400,2017-12-27 14:37:00,2017-12-27 15:54:00,29591.0,29618.0,1,25.0,1250.0,77,mr_exit,MR,RANGE
train,20171228,105100,162900,2017-12-28 10:51:00,2017-12-28 16:29:00,29854.0,29941.0,1,85.0,4250.0,278,session_end,ORB,TREND
train,20171229,160500,161100,2017-12-29 16:05:00,2017-12-29 16:11:00,29993.0,29966.0,-1,25.0,1250.0,6,mr_exit,MR,RANGE
train,20180102,101500,101700,2018-01-02 10:15:00,2018-01-02 10:17:00,30381.0,30426.0,1,43.0,2150.0,2,regime_extreme,ORB,TREND
train,20180102,113100,151400,2018-01-02 11:31:00,2018-01-02 15:14:00,30465.0,30548.0,-1,-85.0,-4250.0,163,stop_loss,MR,RANGE
train,20180102,151500,162900,2018-01-02 15:15:00,2018-01-02 16:29:00,30537.0,30538.0,-1,-3.0,-150.0,74,session_end,MR,RANGE
train,20180103,133800,162900,2018-01-03 13:38:00,2018-01-03 16:29:00,30579.0,30608.0,1,27.0,1350.0,171,session_end,MR,RANGE
train,20180104,131500,141200,2018-01-04 13:15:00,2018-01-04 14:12:00,30755.0,30696.0,-1,57.0,2850.0,57,mr_exit,MR,RANGE
train,20180104,144800,162900,2018-01-04 14:48:00,2018-01-04 16:29:00,30763.0,30746.0,-1,15.0,750.0,101,session_end,MR,RANGE
train,20180105,135200,155900,2018-01-05 13:52:00,2018-01-05 15:59:00,30748.0,30783.0,1,33.0,1650.0,127,mr_exit,MR,RANGE
train,20180108,131800,141400,2018-01-08 13:18:00,2018-01-08 14:14:00,30751.0,30804.0,1,51.0,2550.0,56,mr_exit,MR,RANGE
train,20180108,150200,162100,2018-01-08 15:02:00,2018-01-08 16:21:00,30843.0,30824.0,-1,17.0,850.0,79,mr_exit,MR,RANGE
train,20180109,113000,162900,2018-01-09 11:30:00,2018-01-09 16:29:00,31018.0,30992.0,-1,24.0,1200.0,239,session_end,MR,RANGE
train,20180110,112700,113800,2018-01-10 11:27:00,2018-01-10 11:38:00,31100.0,31235.0,-1,-137.0,-6850.0,11,stop_loss,MR,RANGE
train,20180110,113900,131600,2018-01-10 11:39:00,2018-01-10 13:16:00,31220.0,31130.0,1,-92.0,-4600.0,37,stop_loss,ORB,TREND
train,20180111,153000,162900,2018-01-11 15:30:00,2018-01-11 16:29:00,31101.0,31107.0,-1,-8.0,-400.0,59,session_end,MR,RANGE
train,20180112,115000,132900,2018-01-12 11:50:00,2018-01-12 13:29:00,31219.0,31280.0,1,59.0,2950.0,39,mr_exit,MR,RANGE
train,20180112,151000,162900,2018-01-12 15:10:00,2018-01-12 16:29:00,31363.0,31389.0,-1,-28.0,-1400.0,79,session_end,MR,RANGE
train,20180115,133000,135600,2018-01-15 13:30:00,2018-01-15 13:56:00,31677.0,31636.0,-1,39.0,1950.0,26,mr_exit,MR,RANGE
train,20180115,144200,150100,2018-01-15 14:42:00,2018-01-15 15:01:00,31567.0,31401.0,-1,164.0,8200.0,19,take_profit,ORB,TREND
train,20180115,150200,162900,2018-01-15 15:02:00,2018-01-15 16:29:00,31379.0,31315.0,-1,62.0,3100.0,87,session_end,ORB,TREND
train,20180116,114000,144200,2018-01-16 11:40:00,2018-01-16 14:42:00,31747.0,31829.0,-1,-84.0,-4200.0,122,stop_loss,MR,RANGE
train,20180116,144300,161100,2018-01-16 14:43:00,2018-01-16 16:11:00,31816.0,31904.0,-1,-90.0,-4500.0,88,stop_loss,MR,RANGE
train,20180116,161200,162900,2018-01-16 16:12:00,2018-01-16 16:29:00,31908.0,31918.0,-1,-12.0,-600.0,17,session_end,MR,RANGE
train,20180117,150100,155500,2018-01-17 15:01:00,2018-01-17 15:55:00,31864.0,31952.0,-1,-90.0,-4500.0,54,stop_loss,MR,RANGE
train,20180117,155600,162900,2018-01-17 15:56:00,2018-01-17 16:29:00,31938.0,31969.0,-1,-33.0,-1650.0,33,session_end,MR,RANGE
train,20180118,111600,131800,2018-01-18 11:16:00,2018-01-18 13:18:00,32040.0,31937.0,1,-105.0,-5250.0,62,stop_loss,MR,RANGE
train,20180118,131900,132900,2018-01-18 13:19:00,2018-01-18 13:29:00,31970.0,31887.0,1,-85.0,-4250.0,10,stop_loss,MR,RANGE
train,20180118,133000,144600,2018-01-18 13:30:00,2018-01-18 14:46:00,31914.0,32035.0,1,119.0,5950.0,76,take_profit,MR,RANGE
train,20180119,131400,143900,2018-01-19 13:14:00,2018-01-19 14:39:00,32144.0,32110.0,-1,32.0,1600.0,85,mr_exit,MR,RANGE
train,20180119,153600,162900,2018-01-19 15:36:00,2018-01-19 16:29:00,32169.0,32241.0,-1,-74.0,-3700.0,53,session_end,MR,RANGE
train,20180122,131200,134300,2018-01-22 13:12:00,2018-01-22 13:43:00,32226.0,32314.0,-1,-90.0,-4500.0,31,stop_loss,MR,RANGE
train,20180122,134400,162900,2018-01-22 13:44:00,2018-01-22 16:29:00,32316.0,32353.0,-1,-39.0,-1950.0,165,session_end,MR,RANGE
train,20180123,111400,134700,2018-01-23 11:14:00,2018-01-23 13:47:00,32798.0,32689.0,-1,107.0,5350.0,93,mr_exit,MR,RANGE
train,20180123,140600,142400,2018-01-23 14:06:00,2018-01-23 14:24:00,32788.0,32871.0,-1,-85.0,-4250.0,18,stop_loss,MR,RANGE
train,20180123,142500,162900,2018-01-23 14:25:00,2018-01-23 16:29:00,32857.0,32920.0,-1,-65.0,-3250.0,124,session_end,MR,RANGE
train,20180124,141500,162900,2018-01-24 14:15:00,2018-01-24 16:29:00,32931.0,32895.0,-1,34.0,1700.0,134,session_end,MR,RANGE
train,20180125,151000,151800,2018-01-25 15:10:00,2018-01-25 15:18:00,32770.0,32680.0,1,-92.0,-4600.0,8,stop_loss,MR,RANGE
train,20180125,151900,162900,2018-01-25 15:19:00,2018-01-25 16:29:00,32701.0,32683.0,1,-20.0,-1000.0,70,session_end,MR,RANGE
train,20180126,112400,113800,2018-01-26 11:24:00,2018-01-26 11:38:00,32969.0,33083.0,-1,-116.0,-5800.0,14,stop_loss,MR,RANGE
train,20180126,113900,162900,2018-01-26 11:39:00,2018-01-26 16:29:00,33097.0,33184.0,1,85.0,4250.0,230,session_end,ORB,TREND
train,20180129,111400,112000,2018-01-29 11:14:00,2018-01-29 11:20:00,33183.0,33071.0,1,-114.0,-5700.0,6,stop_loss,MR,RANGE
train,20180129,112100,115100,2018-01-29 11:21:00,2018-01-29 11:51:00,33061.0,33143.0,-1,-84.0,-4200.0,30,stop_loss,ORB,TREND
train,20180129,135000,140900,2018-01-29 13:50:00,2018-01-29 14:09:00,33052.0,32957.0,1,-97.0,-4850.0,19,stop_loss,MR,RANGE
train,20180130,112700,114300,2018-01-30 11:27:00,2018-01-30 11:43:00,32752.0,32659.0,1,-95.0,-4750.0,16,stop_loss,MR,RANGE
train,20180130,114400,130300,2018-01-30 11:44:00,2018-01-30 13:03:00,32671.0,32548.0,-1,121.0,6050.0,19,take_profit,ORB,TREND
train,20180130,130400,131300,2018-01-30 13:04:00,2018-01-30 13:13:00,32546.0,32552.0,-1,-8.0,-400.0,9,regime_extreme,ORB,TREND
train,20180131,112000,133900,2018-01-31 11:20:00,2018-01-31 13:39:00,32718.0,32599.0,-1,117.0,5850.0,79,take_profit,MR,RANGE
train,20180131,144100,153800,2018-01-31 14:41:00,2018-01-31 15:38:00,32722.0,32809.0,-1,-89.0,-4450.0,57,stop_loss,MR,RANGE
train,20180131,153900,160100,2018-01-31 15:39:00,2018-01-31 16:01:00,32823.0,32910.0,-1,-89.0,-4450.0,22,stop_loss,MR,RANGE
train,20180201,115900,133200,2018-02-01 11:59:00,2018-02-01 13:32:00,32660.0,32783.0,1,121.0,6050.0,33,take_profit,MR,RANGE
train,20180201,135500,150300,2018-02-01 13:55:00,2018-02-01 15:03:00,32703.0,32810.0,1,105.0,5250.0,68,mr_exit,MR,RANGE
train,20180201,151800,155900,2018-02-01 15:18:00,2018-02-01 15:59:00,32709.0,32617.0,1,-94.0,-4700.0,41,stop_loss,MR,RANGE
train,20180202,142000,150100,2018-02-02 14:20:00,2018-02-02 15:01:00,32636.0,32720.0,-1,-86.0,-4300.0,41,stop_loss,MR,RANGE
train,20180202,150200,151800,2018-02-02 15:02:00,2018-02-02 15:18:00,32735.0,32617.0,-1,116.0,5800.0,16,take_profit,MR,RANGE
train,20180205,113200,131200,2018-02-05 11:32:00,2018-02-05 13:12:00,31974.0,32064.0,-1,-92.0,-4600.0,40,stop_loss,MR,RANGE
train,20180205,131300,134100,2018-02-05 13:13:00,2018-02-05 13:41:00,32086.0,32167.0,-1,-83.0,-4150.0,28,stop_loss,MR,RANGE
train,20180205,134200,152200,2018-02-05 13:42:00,2018-02-05 15:22:00,32160.0,32287.0,1,125.0,6250.0,100,take_profit,ORB,TREND
train,20180206,115100,131100,2018-02-06 11:51:00,2018-02-06 13:11:00,30616.0,30778.0,1,160.0,8000.0,20,take_profit,MR,RANGE
train,20180207,105900,111000,2018-02-07 10:59:00,2018-02-07 11:10:00,30955.0,30966.0,-1,-13.0,-650.0,11,regime_extreme,ORB,TREND
train,20180207,134200,135500,2018-02-07 13:42:00,2018-02-07 13:55:00,30747.0,30636.0,1,-113.0,-5650.0,13,stop_loss,MR,RANGE
train,20180207,135600,135800,2018-02-07 13:56:00,2018-02-07 13:58:00,30638.0,30567.0,1,-73.0,-3650.0,2,regime_extreme,MR,RANGE
train,20180208,153500,154100,2018-02-08 15:35:00,2018-02-08 15:41:00,30232.0,30231.0,1,-3.0,-150.0,6,regime_extreme,MR,RANGE
train,20180212,154000,155400,2018-02-12 15:40:00,2018-02-12 15:54:00,29513.0,29415.0,1,-100.0,-5000.0,14,stop_loss,MR,RANGE
train,20180212,155500,160600,2018-02-12 15:55:00,2018-02-12 16:06:00,29446.0,29343.0,1,-105.0,-5250.0,11,stop_loss,MR,RANGE
train,20180213,150100,162900,2018-02-13 15:01:00,2018-02-13 16:29:00,29727.0,29683.0,1,-46.0,-2300.0,88,session_end,MR,RANGE
train,20180214,131400,134600,2018-02-14 13:14:00,2018-02-14 13:46:00,30032.0,30118.0,-1,-88.0,-4400.0,32,stop_loss,MR,RANGE
train,20180214,141800,142500,2018-02-14 14:18:00,2018-02-14 14:25:00,30136.0,30249.0,-1,-115.0,-5750.0,7,stop_loss,MR,RANGE
train,20180220,154700,162900,2018-02-20 15:47:00,2018-02-20 16:29:00,30775.0,30753.0,1,-24.0,-1200.0,42,session_end,MR,RANGE
train,20180221,132700,140100,2018-02-21 13:27:00,2018-02-21 14:01:00,31100.0,31181.0,-1,-83.0,-4150.0,34,stop_loss,MR,RANGE
train,20180221,140200,142500,2018-02-21 14:02:00,2018-02-21 14:25:00,31172.0,31256.0,-1,-86.0,-4300.0,23,stop_loss,MR,RANGE
train,20180221,142600,150100,2018-02-21 14:26:00,2018-02-21 15:01:00,31227.0,31321.0,-1,-96.0,-4800.0,35,stop_loss,MR,RANGE
train,20180222,134100,144900,2018-02-22 13:41:00,2018-02-22 14:49:00,31104.0,31020.0,-1,82.0,4100.0,68,mr_exit,MR,RANGE
train,20180222,145000,150900,2018-02-22 14:50:00,2018-02-22 15:09:00,30987.0,31042.0,1,53.0,2650.0,19,mr_exit,MR,RANGE
train,20180222,161000,162900,2018-02-22 16:10:00,2018-02-22 16:29:00,30924.0,30944.0,1,18.0,900.0,19,session_end,MR,RANGE
train,20180223,113900,114900,2018-02-23 11:39:00,2018-02-23 11:49:00,31118.0,31202.0,-1,-86.0,-4300.0,10,stop_loss,ORB,TREND
train,20180223,161300,162900,2018-02-23 16:13:00,2018-02-23 16:29:00,31194.0,31165.0,1,-31.0,-1550.0,16,session_end,MR,RANGE
train,20180226,133800,161400,2018-02-26 13:38:00,2018-02-26 16:14:00,31489.0,31450.0,-1,37.0,1850.0,156,mr_exit,MR,RANGE
train,20180227,131700,141700,2018-02-27 13:17:00,2018-02-27 14:17:00,31449.0,31348.0,1,-103.0,-5150.0,60,stop_loss,MR,RANGE
train,20180227,141800,152000,2018-02-27 14:18:00,2018-02-27 15:20:00,31358.0,31264.0,1,-96.0,-4800.0,62,stop_loss,MR,RANGE
train,20180227,152100,153000,2018-02-27 15:21:00,2018-02-27 15:30:00,31270.0,31186.0,1,-86.0,-4300.0,9,stop_loss,MR,RANGE
train,20180228,111500,115100,2018-02-28 11:15:00,2018-02-28 11:51:00,30759.0,30670.0,1,-91.0,-4550.0,36,stop_loss,MR,RANGE
train,20180228,144800,160900,2018-02-28 14:48:00,2018-02-28 16:09:00,30750.0,30855.0,1,103.0,5150.0,81,mr_exit,MR,RANGE
train,20180301,144000,153400,2018-03-01 14:40:00,2018-03-01 15:34:00,30842.0,30939.0,-1,-99.0,-4950.0,54,stop_loss,MR,RANGE
train,20180301,153500,154700,2018-03-01 15:35:00,2018-03-01 15:47:00,30925.0,31017.0,-1,-94.0,-4700.0,12,stop_loss,MR,RANGE
train,20180301,154800,162900,2018-03-01 15:48:00,2018-03-01 16:29:00,31029.0,31018.0,-1,9.0,450.0,41,session_end,MR,RANGE
train,20180302,162100,162900,2018-03-02 16:21:00,2018-03-02 16:29:00,30577.0,30555.0,-1,20.0,1000.0,8,session_end,MR,RANGE
train,20180305,132700,151500,2018-03-05 13:27:00,2018-03-05 15:15:00,30133.0,30043.0,1,-92.0,-4600.0,108,stop_loss,MR,RANGE
train,20180305,151600,152200,2018-03-05 15:16:00,2018-03-05 15:22:00,30036.0,29910.0,1,-128.0,-6400.0,6,stop_loss,MR,RANGE
train,20180306,144100,145700,2018-03-06 14:41:00,2018-03-06 14:57:00,30462.0,30548.0,-1,-88.0,-4400.0,16,stop_loss,MR,RANGE
train,20180306,145800,162900,2018-03-06 14:58:00,2018-03-06 16:29:00,30559.0,30471.0,-1,86.0,4300.0,91,session_end,MR,RANGE
train,20180307,131200,135100,2018-03-07 13:12:00,2018-03-07 13:51:00,30264.0,30171.0,1,-95.0,-4750.0,39,stop_loss,MR,RANGE
train,20180307,140700,162900,2018-03-07 14:07:00,2018-03-07 16:29:00,30146.0,30212.0,1,64.0,3200.0,142,session_end,MR,RANGE
train,20180308,143900,144900,2018-03-08 14:39:00,2018-03-08 14:49:00,30637.0,30728.0,-1,-93.0,-4650.0,10,stop_loss,MR,RANGE
train,20180308,145000,154600,2018-03-08 14:50:00,2018-03-08 15:46:00,30728.0,30640.0,1,-90.0,-4500.0,56,stop_loss,ORB,TREND
train,20180308,161100,162900,2018-03-08 16:11:00,2018-03-08 16:29:00,30678.0,30652.0,-1,24.0,1200.0,18,session_end,MR,RANGE
train,20180309,141900,151800,2018-03-09 14:19:00,2018-03-09 15:18:00,30978.0,30932.0,-1,44.0,2200.0,59,mr_exit,MR,RANGE
train,20180309,155900,162900,2018-03-09 15:59:00,2018-03-09 16:29:00,30982.0,30996.0,-1,-16.0,-800.0,30,session_end,MR,RANGE
train,20180312,141700,150500,2018-03-12 14:17:00,2018-03-12 15:05:00,31532.0,31611.0,-1,-81.0,-4050.0,48,stop_loss,MR,RANGE
train,20180312,150600,162900,2018-03-12 15:06:00,2018-03-12 16:29:00,31622.0,31589.0,-1,31.0,1550.0,83,session_end,MR,RANGE
train,20180313,145200,152900,2018-03-13 14:52:00,2018-03-13 15:29:00,31527.0,31578.0,1,49.0,2450.0,37,mr_exit,MR,RANGE
train,20180314,115500,130200,2018-03-14 11:55:00,2018-03-14 13:02:00,31180.0,31227.0,1,45.0,2250.0,7,mr_exit,MR,RANGE
train,20180314,131900,152900,2018-03-14 13:19:00,2018-03-14 15:29:00,31169.0,31216.0,1,45.0,2250.0,130,mr_exit,MR,RANGE
train,20180314,153300,154600,2018-03-14 15:33:00,2018-03-14 15:46:00,31286.0,31372.0,-1,-88.0,-4400.0,13,stop_loss,MR,RANGE
train,20180315,102800,105400,2018-03-15 10:28:00,2018-03-15 10:54:00,31377.0,31518.0,1,139.0,6950.0,26,take_profit,ORB,TREND
train,20180315,105500,111600,2018-03-15 10:55:00,2018-03-15 11:16:00,31532.0,31443.0,1,-91.0,-4550.0,21,stop_loss,ORB,TREND
train,20180315,133200,144300,2018-03-15 13:32:00,2018-03-15 14:43:00,31437.0,31533.0,-1,-98.0,-4900.0,71,stop_loss,MR,RANGE
train,20180316,130800,144400,2018-03-16 13:08:00,2018-03-16 14:44:00,31507.0,31430.0,-1,75.0,3750.0,96,mr_exit,MR,RANGE
train,20180319,103300,130100,2018-03-19 10:33:00,2018-03-19 13:01:00,31588.0,31506.0,1,-84.0,-4200.0,88,stop_loss,ORB,TREND
train,20180319,141200,161800,2018-03-19 14:12:00,2018-03-19 16:18:00,31577.0,31509.0,-1,66.0,3300.0,126,mr_exit,MR,RANGE
train,20180319,162900,162900,2018-03-19 16:29:00,2018-03-19 16:29:00,31414.0,31391.0,1,-25.0,-1250.0,0,session_end,MR,RANGE
train,20180320,140400,144400,2018-03-20 14:04:00,2018-03-20 14:44:00,31469.0,31575.0,-1,-108.0,-5400.0,40,stop_loss,MR,RANGE
train,20180320,144500,154700,2018-03-20 14:45:00,2018-03-20 15:47:00,31569.0,31479.0,1,-92.0,-4600.0,62,stop_loss,ORB,TREND
train,20180321,115100,133400,2018-03-21 11:51:00,2018-03-21 13:34:00,31967.0,31905.0,-1,60.0,3000.0,43,mr_exit,MR,RANGE
train,20180321,141000,141700,2018-03-21 14:10:00,2018-03-21 14:17:00,31824.0,31720.0,1,-106.0,-5300.0,7,stop_loss,MR,RANGE
train,20180321,143300,144700,2018-03-21 14:33:00,2018-03-21 14:47:00,31655.0,31527.0,-1,126.0,6300.0,14,take_profit,ORB,TREND
train,20180322,103700,103800,2018-03-22 10:37:00,2018-03-22 10:38:00,31260.0,31328.0,-1,-70.0,-3500.0,1,regime_extreme,ORB,TREND
train,20180322,104400,104800,2018-03-22 10:44:00,2018-03-22 10:48:00,31292.0,31194.0,-1,96.0,4800.0,4,regime_extreme,ORB,TREND
train,20180322,132800,134100,2018-03-22 13:28:00,2018-03-22 13:41:00,31258.0,31388.0,1,128.0,6400.0,13,take_profit,MR,RANGE
train,20180323,141300,150100,2018-03-23 14:13:00,2018-03-23 15:01:00,29982.0,30090.0,1,106.0,5300.0,48,mr_exit,MR,RANGE
train,20180323,155400,161900,2018-03-23 15:54:00,2018-03-23 16:19:00,30303.0,30166.0,-1,135.0,6750.0,25,take_profit,MR,RANGE
train,20180326,111400,114000,2018-03-26 11:14:00,2018-03-26 11:40:00,30012.0,30136.0,1,122.0,6100.0,26,take_profit,MR,RANGE
train,20180326,144600,150600,2018-03-26 14:46:00,2018-03-26 15:06:00,30317.0,30408.0,-1,-93.0,-4650.0,20,stop_loss,MR,RANGE
train,20180326,150700,155200,2018-03-26 15:07:00,2018-03-26 15:52:00,30415.0,30506.0,-1,-93.0,-4650.0,45,stop_loss,MR,RANGE
train,20180327,155000,162900,2018-03-27 15:50:00,2018-03-27 16:29:00,30770.0,30786.0,1,14.0,700.0,39,session_end,MR,RANGE
train,20180328,112300,132700,2018-03-28 11:23:00,2018-03-28 13:27:00,30286.0,30196.0,1,-92.0,-4600.0,64,stop_loss,MR,RANGE
train,20180328,132800,143500,2018-03-28 13:28:00,2018-03-28 14:35:00,30167.0,30313.0,1,144.0,7200.0,67,take_profit,MR,RANGE
train,20180328,144300,152200,2018-03-28 14:43:00,2018-03-28 15:22:00,30234.0,30132.0,1,-104.0,-5200.0,39,stop_loss,MR,RANGE
train,20180329,133800,142400,2018-03-29 13:38:00,2018-03-29 14:24:00,30044.0,30137.0,-1,-95.0,-4750.0,46,stop_loss,MR,RANGE
train,20180329,143800,145500,2018-03-29 14:38:00,2018-03-29 14:55:00,30177.0,30047.0,-1,128.0,6400.0,17,take_profit,MR,RANGE
train,20180329,153400,160900,2018-03-29 15:34:00,2018-03-29 16:09:00,30086.0,29980.0,-1,104.0,5200.0,35,mr_exit,MR,RANGE
train,20180403,141000,142200,2018-04-03 14:10:00,2018-04-03 14:22:00,29942.0,30046.0,-1,-106.0,-5300.0,12,stop_loss,MR,RANGE
train,20180403,142300,150200,2018-04-03 14:23:00,2018-04-03 15:02:00,30041.0,30172.0,1,129.0,6450.0,39,take_profit,ORB,TREND
train,20180403,150300,162200,2018-04-03 15:03:00,2018-04-03 16:22:00,30225.0,30140.0,1,-87.0,-4350.0,79,stop_loss,ORB,TREND
train,20180404,113500,135000,2018-04-04 11:35:00,2018-04-04 13:50:00,30056.0,29970.0,1,-88.0,-4400.0,75,stop_loss,MR,RANGE
train,20180404,135100,142500,2018-04-04 13:51:00,2018-04-04 14:25:00,29971.0,29874.0,1,-99.0,-4950.0,34,stop_loss,MR,RANGE
train,20180404,142600,150800,2018-04-04 14:26:00,2018-04-04 15:08:00,29879.0,29740.0,-1,137.0,6850.0,42,take_profit,ORB,TREND
train,20180406,132300,133100,2018-04-06 13:23:00,2018-04-06 13:31:00,29701.0,29587.0,1,-116.0,-5800.0,8,stop_loss,MR,RANGE
train,20180406,133200,134900,2018-04-06 13:32:00,2018-04-06 13:49:00,29602.0,29706.0,-1,-106.0,-5300.0,17,stop_loss,ORB,TREND
train,20180409,111700,112600,2018-04-09 11:17:00,2018-04-09 11:26:00,30209.0,30300.0,-1,-93.0,-4650.0,9,stop_loss,MR,RANGE
train,20180409,112700,113400,2018-04-09 11:27:00,2018-04-09 11:34:00,30327.0,30439.0,1,110.0,5500.0,7,regime_extreme,ORB,TREND
train,20180409,150000,151100,2018-04-09 15:00:00,2018-04-09 15:11:00,30316.0,30175.0,-1,139.0,6950.0,11,take_profit,MR,RANGE
train,20180410,115100,134500,2018-04-10 11:51:00,2018-04-10 13:45:00,30593.0,30679.0,-1,-88.0,-4400.0,54,stop_loss,MR,RANGE
train,20180410,134600,141700,2018-04-10 13:46:00,2018-04-10 14:17:00,30659.0,30741.0,-1,-84.0,-4200.0,31,stop_loss,MR,RANGE
train,20180410,141800,162900,2018-04-10 14:18:00,2018-04-10 16:29:00,30750.0,30764.0,-1,-16.0,-800.0,131,session_end,MR,RANGE
train,20180411,134000,141300,2018-04-11 13:40:00,2018-04-11 14:13:00,30967.0,30863.0,-1,102.0,5100.0,33,mr_exit,MR,RANGE
train,20180412,112300,115300,2018-04-12 11:23:00,2018-04-12 11:53:00,30830.0,30745.0,1,-87.0,-4350.0,30,stop_loss,MR,RANGE
train,20180412,135000,140000,2018-04-12 13:50:00,2018-04-12 14:00:00,30793.0,30707.0,1,-88.0,-4400.0,10,stop_loss,MR,RANGE
train,20180412,140100,144600,2018-04-12 14:01:00,2018-04-12 14:46:00,30727.0,30632.0,1,-97.0,-4850.0,45,stop_loss,MR,RANGE
