strategy,params_json,opening_window,buffer_points,rolling_window,z_entry,z_exit,use_vwap,min_std_threshold,er_window,er_threshold,rv_window,extreme_vol_quantile,extreme_action,stop_loss_points,take_profit_points,max_trades,max_daily_loss,forced_exit_time,extreme_vol_threshold,cumulative_pnl_points,cumulative_pnl_hkd,avg_daily_pnl,std_daily_pnl,sharpe_ratio,sortino_ratio,annualized_pnl,max_drawdown_points,max_drawdown_duration_days,calmar_ratio,var_95,var_99,num_trades,trades_per_day,win_rate,avg_winner,avg_loser,avg_pnl_per_trade,profit_factor,avg_holding_bars,max_single_trade_loss,max_consecutive_wins,max_consecutive_losses
HYBRID,"{""buffer_points"": 10, ""er_threshold"": 0.45, ""er_window"": 120, ""extreme_action"": ""block_only"", ""extreme_vol_quantile"": 0.9, ""extreme_vol_threshold"": 0.00627186515335333, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 120, ""rv_window"": 120, ""stop_loss_points"": 80, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.5, ""z_exit"": 0.25}",30,10,120,2.5,0.25,True,5,120,0.45,120,0.9,block_only,80,120,3,200,162800,0.00627186515335333,-11327.0,-566350.0,-23.30658436213992,103.38600793612822,-3.578632778083362,-4.257898115966958,-5873.259259259259,-11507.0,485,-0.5104075136229477,-259.75,-285.15,865,1.7798353909465021,0.4601156069364162,57.58291457286432,-73.64516129032258,-13.094797687861272,0.6692363848737042,66.12832369942197,-169.0,7,12
HYBRID,"{""buffer_points"": 10, ""er_threshold"": 0.45, ""er_window"": 120, ""extreme_action"": ""block_only"", ""extreme_vol_quantile"": 0.95, ""extreme_vol_threshold"": 0.00545138283487605, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 120, ""rv_window"": 60, ""stop_loss_points"": 80, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.5, ""z_exit"": 0.25}",30,10,120,2.5,0.25,True,5,120,0.45,60,0.95,block_only,80,120,3,200,162800,0.00545138283487605,-11501.0,-575050.0,-23.66460905349794,104.32663151787979,-3.6008449339261626,-4.444699868617114,-5963.481481481481,-11676.0,485,-0.5107469579891641,-244.5,-282.45,897,1.845679012345679,0.4593088071348941,60.14320388349515,-75.11387163561076,-12.821627647714605,0.6829933847850055,65.20178372352285,-154.0,7,9
HYBRID,"{""buffer_points"": 10, ""er_threshold"": 0.45, ""er_window"": 120, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.9, ""extreme_vol_threshold"": 0.00627186515335333, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 120, ""rv_window"": 120, ""stop_loss_points"": 80, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.5, ""z_exit"": 0.25}",30,10,120,2.5,0.25,True,5,120,0.45,120,0.9,close,80,120,3,200,162800,0.00627186515335333,-11279.0,-563950.0,-23.207818930041153,102.29379570516093,-3.6015156308062277,-4.337251689544845,-5848.37037037037,-11483.0,480,-0.5093068336123286,-249.5,-282.45,875,1.800411522633745,0.464,55.73891625615764,-72.61027837259101,-12.890285714285714,0.6673744433631189,64.84228571428571,-137.0,7,12
HYBRID,"{""buffer_points"": 10, ""er_threshold"": 0.35, ""er_window"": 120, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.9, ""extreme_vol_threshold"": 0.00627186515335333, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 120, ""rv_window"": 120, ""stop_loss_points"": 80, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.5, ""z_exit"": 0.25}",30,10,120,2.5,0.25,True,5,120,0.35,120,0.9,close,80,120,3,200,162800,0.00627186515335333,-11398.0,-569900.0,-23.45267489711934,103.22848655351461,-3.6065594350174557,-4.331444322826254,-5910.074074074074,-11753.0,485,-0.5028566386517548,-253.0,-282.45,876,1.8024691358024691,0.4634703196347032,55.73891625615764,-72.7094017094017,-13.011415525114156,0.6650405548371929,64.87785388127854,-137.0,7,12
HYBRID,"{""buffer_points"": 10, ""er_threshold"": 0.35, ""er_window"": 120, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.95, ""extreme_vol_threshold"": 0.007302276055988706, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 120, ""rv_window"": 120, ""stop_loss_points"": 80, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.5, ""z_exit"": 0.25}",30,10,120,2.5,0.25,True,5,120,0.35,120,0.95,close,80,120,3,200,162800,0.007302276055988706,-11475.0,-573750.0,-23.61111111111111,103.28440865960816,-3.628957883689409,-4.412993219942347,-5950.0,-11825.0,485,-0.5031712473572939,-256.25,-282.0,885,1.8209876543209877,0.4598870056497175,58.08353808353808,-73.77100840336135,-12.966101694915254,0.6732165741136267,65.30734463276836,-137.0,7,12
HYBRID,"{""buffer_points"": 10, ""er_threshold"": 0.45, ""er_window"": 120, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.95, ""extreme_vol_threshold"": 0.007302276055988706, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 120, ""rv_window"": 120, ""stop_loss_points"": 80, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.5, ""z_exit"": 0.25}",30,10,120,2.5,0.25,True,5,120,0.45,120,0.95,close,80,120,3,200,162800,0.007302276055988706,-11418.0,-570900.0,-23.493827160493826,102.53387151170244,-3.6373633275735866,-4.433163948374668,-5920.444444444444,-11593.0,485,-0.51069131755753,-244.5,-279.45,884,1.8189300411522633,0.4592760180995475,57.98768472906404,-73.44747899159664,-12.916289592760181,0.6734075112267955,65.26923076923077,-137.0,7,12
HYBRID,"{""buffer_points"": 10, ""er_threshold"": 0.35, ""er_window"": 120, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.9, ""extreme_vol_threshold"": 0.004687504506028113, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 120, ""rv_window"": 60, ""stop_loss_points"": 80, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.5, ""z_exit"": 0.25}",30,10,120,2.5,0.25,True,5,120,0.35,60,0.9,close,80,120,3,200,162800,0.004687504506028113,-11269.0,-563450.0,-23.18724279835391,101.10280529728196,-3.6407107312204587,-4.4096888038703,-5843.185185185185,-11720.0,485,-0.4985652888383264,-222.25,-280.3,893,1.837448559670782,0.46136618141097424,57.609223300970875,-73.23012552301255,-12.61926091825308,0.6780653639584048,64.51175811870101,-137.0,7,12
HYBRID,"{""buffer_points"": 10, ""er_threshold"": 0.35, ""er_window"": 120, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.95, ""extreme_vol_threshold"": 0.00545138283487605, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 120, ""rv_window"": 60, ""stop_loss_points"": 80, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.5, ""z_exit"": 0.25}",30,10,120,2.5,0.25,True,5,120,0.35,60,0.95,close,80,120,3,200,162800,0.00545138283487605,-11610.0,-580500.0,-23.88888888888889,103.90604399832309,-3.6496852347881217,-4.474236876235354,-6020.0,-11960.0,485,-0.5033444816053512,-256.25,-285.45,901,1.853909465020576,0.4583795782463929,59.077481840193705,-74.0925925925926,-12.885682574916759,0.6775806048487878,64.89123196448391,-137.0,7,13
HYBRID,"{""buffer_points"": 10, ""er_threshold"": 0.35, ""er_window"": 120, ""extreme_action"": ""block_only"", ""extreme_vol_quantile"": 0.9, ""extreme_vol_threshold"": 0.004687504506028113, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 120, ""rv_window"": 60, ""stop_loss_points"": 80, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.5, ""z_exit"": 0.25}",30,10,120,2.5,0.25,True,5,120,0.35,60,0.9,block_only,80,120,3,200,162800,0.004687504506028113,-11520.0,-576000.0,-23.703703703703702,102.79615835147398,-3.6604931248539065,-4.474418577969384,-5973.333333333333,-11864.0,485,-0.5034839289728028,-233.25,-282.45,889,1.8292181069958848,0.45894263217097864,59.07107843137255,-74.36534446764092,-12.958380202474691,0.6765952668369782,65.40832395950507,-137.0,7,12
HYBRID,"{""buffer_points"": 10, ""er_threshold"": 0.45, ""er_window"": 120, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.9, ""extreme_vol_threshold"": 0.004687504506028113, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 120, ""rv_window"": 60, ""stop_loss_points"": 80, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.5, ""z_exit"": 0.25}",30,10,120,2.5,0.25,True,5,120,0.45,60,0.9,close,80,120,3,200,162800,0.004687504506028113,-11320.0,-566000.0,-23.292181069958847,100.78899578176699,-3.6685742203542615,-4.4368265157202655,-5869.62962962963,-11596.0,485,-0.5061770981053492,-222.25,-280.3,892,1.8353909465020577,0.460762331838565,57.51338199513382,-73.13389121338912,-12.690582959641256,0.6761828479890154,64.46973094170404,-137.0,7,12
HYBRID,"{""buffer_points"": 10, ""er_threshold"": 0.45, ""er_window"": 120, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.95, ""extreme_vol_threshold"": 0.00545138283487605, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 120, ""rv_window"": 60, ""stop_loss_points"": 80, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.5, ""z_exit"": 0.25}",30,10,120,2.5,0.25,True,5,120,0.45,60,0.95,close,80,120,3,200,162800,0.00545138283487605,-11661.0,-583050.0,-23.993827160493826,103.60001374717777,-3.6765458249215572,-4.500913762410552,-6046.444444444444,-11836.0,485,-0.5108520145694867,-256.25,-285.45,900,1.8518518518518519,0.4577777777777778,58.98543689320388,-73.99794238683127,-12.956666666666667,0.6757500764674804,64.85,-137.0,7,13
HYBRID,"{""buffer_points"": 10, ""er_threshold"": 0.45, ""er_window"": 120, ""extreme_action"": ""block_only"", ""extreme_vol_quantile"": 0.9, ""extreme_vol_threshold"": 0.004687504506028113, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 120, ""rv_window"": 60, ""stop_loss_points"": 80, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.5, ""z_exit"": 0.25}",30,10,120,2.5,0.25,True,5,120,0.45,60,0.9,block_only,80,120,3,200,162800,0.004687504506028113,-11571.0,-578550.0,-23.808641975308642,102.48700399083754,-3.687789276763627,-4.501170188742669,-5999.777777777778,-11740.0,485,-0.5110543251940186,-233.25,-282.45,888,1.8271604938271604,0.4583333333333333,58.977886977886975,-74.26931106471817,-13.030405405405405,0.6747434996486297,65.36711711711712,-137.0,7,12
