strategy,baseline,baseline_test_pnl,confirmed_test_pnl,change_in_pnl,baseline_sharpe,confirmed_sharpe,change_in_sharpe,baseline_num_trades,confirmed_num_trades,change_in_num_trades,baseline_profit_factor,confirmed_profit_factor,change_in_profit_factor,interpretation
ORB_CONFIRMED_HYBRID_BALANCED,HYBRID_ORIGINAL,-3577.0,-177.0,3400.0,-5.132798350824884,-0.6167814531789689,4.516016897645915,215,24,-191,0.6185753892087865,0.8359592215013901,0.2173838322926036,Improves versus baseline but remains negative.
ORB_CONFIRMED_HYBRID_BALANCED,ORB_FILTERED_HYBRID_FILTERED,-142.0,-177.0,-35.0,-0.5232647500724699,-0.6167814531789689,-0.09351670310649907,35,24,-11,0.903728813559322,0.8359592215013901,-0.06776959205793187,Does not improve versus baseline.
ORB_CONFIRMED_HYBRID_STRICT,HYBRID_ORIGINAL,-3577.0,0.0,3577.0,-5.132798350824884,0.0,5.132798350824884,215,0,-215,0.6185753892087865,0.0,-0.6185753892087865,Improves versus baseline.
ORB_CONFIRMED_HYBRID_STRICT,ORB_FILTERED_HYBRID_FILTERED,-142.0,0.0,142.0,-0.5232647500724699,0.0,0.5232647500724699,35,0,-35,0.903728813559322,0.0,-0.903728813559322,Improves versus baseline.
