strategy,params_json,opening_window,buffer_points,rolling_window,z_entry,z_exit,use_vwap,min_std_threshold,er_window,er_threshold,rv_window,extreme_vol_quantile,extreme_action,stop_loss_points,take_profit_points,max_trades,max_daily_loss,forced_exit_time,cumulative_pnl_points,cumulative_pnl_hkd,avg_daily_pnl,std_daily_pnl,sharpe_ratio,sortino_ratio,annualized_pnl,max_drawdown_points,max_drawdown_duration_days,calmar_ratio,var_95,var_99,num_trades,trades_per_day,win_rate,avg_winner,avg_loser,avg_pnl_per_trade,profit_factor,avg_holding_bars,max_single_trade_loss,max_consecutive_wins,max_consecutive_losses
ORB,"{""buffer_points"": 20, ""er_threshold"": 0.35, ""er_window"": 60, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.9, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 60, ""rv_window"": 60, ""stop_loss_points"": 120, ""take_profit_points"": 80, ""use_vwap"": true, ""z_entry"": 2.0, ""z_exit"": 0.25}",30,20,60,2.0,0.25,True,5,60,0.35,60,0.9,close,120,80,3,200,162800,-385.0,-19250.0,-0.7921810699588477,140.3846704284895,-0.0895787594776657,-0.16731460637906112,-199.62962962962962,-2279.0,410,-0.08759527408057464,-247.0,-275.15,1031,2.1213991769547325,0.5596508244422891,79.27729636048527,-102.05309734513274,-0.3734238603297769,0.9916536593825875,87.5819592628516,-204.0,11,7
ORB,"{""buffer_points"": 5, ""er_threshold"": 0.35, ""er_window"": 60, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.9, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 60, ""rolling_window"": 60, ""rv_window"": 60, ""stop_loss_points"": 120, ""take_profit_points"": 180, ""use_vwap"": true, ""z_entry"": 2.0, ""z_exit"": 0.25}",60,5,60,2.0,0.25,True,5,60,0.35,60,0.9,close,120,180,3,200,162800,-467.0,-23350.0,-0.9609053497942387,144.09182537035235,-0.10586235197559712,-0.1993892828179186,-242.14814814814815,-2510.0,292,-0.09647336579607496,-247.0,-271.45,680,1.3991769547325104,0.4426470588235294,115.89368770764119,-93.52116402116403,-0.6867647058823529,0.9867896240558965,134.46029411764707,-186.0,6,12
ORB,"{""buffer_points"": 20, ""er_threshold"": 0.35, ""er_window"": 60, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.9, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 2, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 60, ""rv_window"": 60, ""stop_loss_points"": 50, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.0, ""z_exit"": 0.25}",30,20,60,2.0,0.25,True,5,60,0.35,60,0.9,close,50,120,2,200,162800,-367.0,-18350.0,-0.7551440329218106,112.29208840258636,-0.10675320106164128,-0.3142188175489876,-190.29629629629628,-3200.0,284,-0.059467592592592586,-134.75,-151.15,845,1.7386831275720165,0.3479289940828402,110.03061224489795,-59.37568058076225,-0.43431952662721895,0.9887822472184864,61.184615384615384,-147.0,4,15
ORB,"{""buffer_points"": 10, ""er_threshold"": 0.35, ""er_window"": 60, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.9, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 2, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 60, ""rv_window"": 60, ""stop_loss_points"": 50, ""take_profit_points"": 180, ""use_vwap"": true, ""z_entry"": 2.0, ""z_exit"": 0.25}",30,10,60,2.0,0.25,True,5,60,0.35,60,0.9,close,50,180,2,200,162800,-444.0,-22200.0,-0.9135802469135802,129.77420812144138,-0.11175284385195003,-0.3807082565538137,-230.2222222222222,-3018.0,208,-0.07628304248582578,-135.75,-154.3,852,1.7530864197530864,0.2992957746478873,138.2156862745098,-59.780569514237854,-0.5211267605633803,0.9875591919078708,78.87323943661971,-147.0,4,14
ORB,"{""buffer_points"": 20, ""er_threshold"": 0.35, ""er_window"": 60, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.9, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 2, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 60, ""rv_window"": 60, ""stop_loss_points"": 80, ""take_profit_points"": 80, ""use_vwap"": true, ""z_entry"": 2.0, ""z_exit"": 0.25}",30,20,60,2.0,0.25,True,5,60,0.35,60,0.9,close,80,80,2,200,162800,-403.0,-20150.0,-0.8292181069958847,114.30675697846468,-0.11515880347245913,-0.1895945603392579,-208.96296296296296,-2972.0,284,-0.07031055281391756,-182.0,-194.2,835,1.7181069958847737,0.5029940119760479,80.43809523809524,-82.37831325301205,-0.48263473053892214,0.9882118934097757,68.59640718562875,-145.0,11,9
ORB,"{""buffer_points"": 5, ""er_threshold"": 0.35, ""er_window"": 60, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.9, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 2, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 60, ""rv_window"": 60, ""stop_loss_points"": 120, ""take_profit_points"": 180, ""use_vwap"": true, ""z_entry"": 2.0, ""z_exit"": 0.25}",30,5,60,2.0,0.25,True,5,60,0.35,60,0.9,close,120,180,2,200,162800,-634.0,-31700.0,-1.3045267489711934,163.4337655811785,-0.1267101694978082,-0.2344323532784569,-328.7407407407407,-3423.0,194,-0.09603877906536393,-263.75,-287.0,766,1.5761316872427984,0.4321148825065274,132.40483383685802,-102.20689655172414,-0.8276762402088773,0.9857399910031489,146.17885117493472,-184.0,9,8
ORB,"{""buffer_points"": 20, ""er_threshold"": 0.35, ""er_window"": 60, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.9, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 2, ""min_std_threshold"": 5, ""opening_window"": 60, ""rolling_window"": 60, ""rv_window"": 60, ""stop_loss_points"": 80, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.0, ""z_exit"": 0.25}",60,20,60,2.0,0.25,True,5,60,0.35,60,0.9,close,80,120,2,200,162800,-523.0,-26150.0,-1.0761316872427984,115.24757915589345,-0.1482292388224202,-0.3081162835014075,-271.1851851851852,-1949.0,296,-0.13914067993082874,-180.0,-191.5,652,1.3415637860082306,0.4294478527607362,102.18214285714286,-78.31720430107526,-0.8021472392638037,0.9820484657101668,84.48466257668711,-184.0,6,10
ORB,"{""buffer_points"": 10, ""er_threshold"": 0.35, ""er_window"": 60, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.9, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 2, ""min_std_threshold"": 5, ""opening_window"": 60, ""rolling_window"": 60, ""rv_window"": 60, ""stop_loss_points"": 120, ""take_profit_points"": 180, ""use_vwap"": true, ""z_entry"": 2.0, ""z_exit"": 0.25}",60,10,60,2.0,0.25,True,5,60,0.35,60,0.9,close,120,180,2,200,162800,-642.0,-32100.0,-1.3209876543209877,140.4414389894033,-0.1493151099904466,-0.2699817570481849,-332.8888888888889,-2626.0,292,-0.12676652280612677,-247.75,-283.6,606,1.2469135802469136,0.44224422442244227,117.61194029850746,-95.43620178041543,-1.0594059405940595,0.9800385548162428,138.9950495049505,-186.0,6,12
ORB,"{""buffer_points"": 5, ""er_threshold"": 0.35, ""er_window"": 60, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.9, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 2, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 60, ""rv_window"": 60, ""stop_loss_points"": 120, ""take_profit_points"": 120, ""use_vwap"": true, ""z_entry"": 2.0, ""z_exit"": 0.25}",30,5,60,2.0,0.25,True,5,60,0.35,60,0.9,close,120,120,2,200,162800,-933.0,-46650.0,-1.9197530864197532,149.72111442230332,-0.20354601012342177,-0.3304381507999706,-483.7777777777778,-2544.0,464,-0.1901642208245982,-260.75,-276.0,821,1.6893004115226338,0.4774665042630938,108.49234693877551,-101.54672897196262,-1.1364190012180269,0.9785329713312779,120.10231425091352,-180.0,10,9
ORB,"{""buffer_points"": 20, ""er_threshold"": 0.35, ""er_window"": 60, ""extreme_action"": ""close"", ""extreme_vol_quantile"": 0.9, ""forced_exit_time"": 162800, ""max_daily_loss"": 200, ""max_trades"": 3, ""min_std_threshold"": 5, ""opening_window"": 30, ""rolling_window"": 60, ""rv_window"": 60, ""stop_loss_points"": 80, ""take_profit_points"": 180, ""use_vwap"": true, ""z_entry"": 2.0, ""z_exit"": 0.25}",30,20,60,2.0,0.25,True,5,60,0.35,60,0.9,close,80,180,3,200,162800,-1011.0,-50550.0,-2.080246913580247,150.83973792355295,-0.21892703108775197,-0.42805094946584593,-524.2222222222222,-3369.0,284,-0.1556017281751921,-233.75,-280.15,906,1.8641975308641976,0.39403973509933776,123.0812324929972,-81.87795992714025,-1.1158940397350994,0.9775088429623368,106.61479028697572,-184.0,9,11
